CustomerID,Age,Gender,MaritalStatus,NumDependents,EmploymentStatus,AnnualIncome,ExistingLoans,LoanAmount,CreditScore,TenureWithBank,AccountBalance,RequestedCreditLine,Decision
363,47,M,Married,0,Employed,95945,Yes,14252,400,29,49361,3317,400
364,50,M,Married,3,Unemployed,24017,No,21316,475,3,37679,37389,500
365,45,M,Divorced,4,Retired,30451,Yes,37371,726,6,49385,5491,600
366,64,M,Married,2,Self-Employed,82956,Yes,19162,416,29,33560,16916,300
367,50,M,Married,4,Retired,113863,Yes,15960,465,26,14195,16248,700
368,22,F,Widowed,1,Employed,30278,Yes,30791,340,6,46669,3511,300
369,65,F,Divorced,3,Self-Employed,110480,Yes,42230,728,21,15762,25226,300
370,36,M,Widowed,3,Employed,63764,Yes,25216,643,2,41294,26025,300
371,21,M,Single,1,Retired,143030,No,32467,723,26,15898,43314,400
372,52,F,Single,1,Employed,21134,No,46934,665,26,21577,49380,300
373,66,M,Single,2,Retired,82943,Yes,7754,419,18,1214,8848,300
374,34,M,Divorced,3,Employed,115667,Yes,47014,528,23,20803,15274,600
375,61,M,Married,3,Retired,74318,Yes,4078,429,2,48114,31958,600
376,45,F,Divorced,2,Unemployed,123423,Yes,12853,651,12,23698,36233,700
377,47,M,Divorced,0,Employed,123998,No,4042,617,22,32980,17304,300
378,46,F,Married,2,Employed,80128,Yes,49052,636,5,1658,49437,400
379,63,M,Widowed,4,Unemployed,108056,No,14389,572,20,12270,12294,400
380,23,F,Single,3,Unemployed,41869,No,30425,416,7,46797,27425,400
381,52,F,Widowed,1,Employed,122468,Yes,2575,667,24,37792,4175,800
382,58,M,Single,4,Unemployed,137034,Yes,39522,393,16,45807,41617,300
383,54,F,Divorced,3,Self-Employed,25039,No,28179,467,20,22301,46241,600
384,41,M,Single,2,Retired,41281,No,34754,640,1,5141,28775,400
385,46,F,Divorced,4,Retired,132935,Yes,18624,451,1,38756,10425,300
386,66,M,Widowed,3,Retired,30442,Yes,20350,573,17,13777,27013,600
387,63,M,Divorced,0,Self-Employed,93788,Yes,26681,795,27,38346,28928,600
388,48,F,Widowed,0,Unemployed,139729,No,23988,400,1,29441,45990,600
389,52,M,Married,1,Unemployed,47586,No,15470,381,21,47819,42212,300
390,50,M,Married,3,Employed,73053,Yes,24704,828,20,28469,9210,500
391,69,F,Married,0,Unemployed,70489,No,38736,372,13,3845,3759,400
392,38,M,Divorced,2,Employed,103104,No,29377,313,9,44650,17091,700
393,49,M,Married,3,Self-Employed,106346,Yes,28572,732,15,23290,1002,400
394,40,F,Single,2,Retired,87087,Yes,7493,456,3,47015,41958,400
395,50,F,Widowed,2,Retired,32625,No,4103,431,14,30699,31160,700
396,20,M,Widowed,0,Retired,54397,No,34844,637,23,44252,21707,400
397,35,M,Single,3,Unemployed,78671,Yes,2994,703,11,33146,16248,400
398,42,F,Divorced,4,Employed,136214,Yes,3744,675,24,3293,6773,300
399,59,F,Divorced,0,Employed,111785,Yes,47234,406,22,44398,13786,600
400,48,M,Widowed,0,Self-Employed,86897,Yes,47291,564,12,46428,16037,300
401,20,F,Married,3,Unemployed,46149,Yes,27332,504,13,16608,2885,300
402,57,M,Divorced,3,Self-Employed,80030,No,5594,378,26,737,40828,500
403,63,M,Divorced,2,Employed,89906,No,40299,454,13,16619,17331,300
404,41,M,Single,3,Employed,25283,No,7371,546,1,12470,41612,400
405,67,M,Single,2,Retired,27610,No,47315,830,24,49863,23495,600
406,49,M,Married,0,Unemployed,63326,Yes,18028,837,10,22372,14450,300
407,64,F,Divorced,1,Employed,34924,Yes,35912,453,3,16117,10491,300
408,39,F,Divorced,4,Retired,133143,Yes,13990,453,24,14779,10268,800
409,40,F,Single,0,Unemployed,130253,No,46851,391,28,29294,28757,500
410,19,F,Divorced,3,Self-Employed,96162,No,16626,732,4,21630,42907,400
411,44,M,Widowed,4,Unemployed,120297,No,20469,637,16,40039,7791,500
412,59,M,Single,1,Unemployed,20869,Yes,40722,779,8,49900,40939,400
413,19,M,Married,1,Employed,117088,No,40037,430,16,12178,29314,500
414,43,M,Single,2,Employed,21014,Yes,7130,749,27,19935,29583,600
415,34,F,Divorced,4,Unemployed,30103,Yes,6828,572,17,47258,22550,400
416,57,M,Married,2,Employed,102522,Yes,41612,476,19,22784,1093,400
417,50,M,Single,0,Employed,130317,Yes,46988,348,22,23027,36755,300
418,26,F,Widowed,4,Employed,116007,Yes,39099,654,15,31008,46615,300
419,60,F,Widowed,0,Retired,53458,Yes,46165,607,16,46631,10967,600
420,65,F,Single,2,Retired,110605,No,17883,345,15,1823,17218,300
421,56,F,Widowed,4,Unemployed,102409,Yes,43059,601,25,6852,44220,300
422,46,M,Widowed,2,Employed,43248,Yes,18542,707,2,13072,9627,300
423,59,M,Widowed,4,Retired,109160,No,42932,488,11,11133,5947,700
424,43,F,Married,2,Unemployed,63516,Yes,10450,428,1,15111,40419,800
425,52,M,Widowed,1,Employed,49061,No,20423,836,15,32312,24178,300
426,67,M,Widowed,2,Self-Employed,44170,No,2035,565,26,24161,29876,600
427,42,M,Widowed,1,Employed,28024,No,44231,417,19,39287,23908,400
428,41,F,Married,2,Employed,102214,Yes,40745,763,4,1777,36912,500
429,30,M,Single,4,Retired,123792,Yes,17241,443,11,24014,20971,400
430,24,F,Divorced,4,Unemployed,105947,No,23154,741,5,14772,33584,500
431,53,M,Widowed,4,Unemployed,63803,Yes,25625,499,3,46389,9959,500
432,62,M,Single,3,Retired,39296,Yes,44950,456,13,44627,29261,600
433,37,M,Widowed,0,Employed,111829,No,33066,786,10,18161,42065,400
434,18,F,Married,4,Self-Employed,112708,No,33691,433,11,42264,40462,700
435,25,M,Single,1,Employed,106664,Yes,13331,447,18,7490,16835,300
436,63,F,Married,4,Employed,38257,No,20690,635,2,41661,20257,500
437,33,F,Widowed,3,Self-Employed,32855,No,19183,370,7,24502,4346,800
438,31,F,Widowed,1,Retired,105178,No,39346,532,9,35757,31807,800
439,29,M,Married,3,Unemployed,149876,Yes,4875,633,10,41111,31418,300
440,68,M,Divorced,1,Retired,121121,Yes,12254,389,18,32737,12340,700
441,40,M,Married,2,Retired,143324,Yes,28621,633,23,17709,34012,300
442,32,M,Widowed,0,Employed,40025,No,10905,498,7,44682,36393,700
443,45,F,Married,0,Unemployed,24458,Yes,46121,460,27,8998,37617,400
444,51,F,Divorced,3,Unemployed,83610,No,15882,837,7,28906,10597,800
445,19,F,Married,0,Retired,90843,Yes,19041,420,3,35490,26557,600
446,49,M,Divorced,3,Self-Employed,127237,Yes,29098,600,12,4656,8737,400
447,40,F,Divorced,3,Retired,103961,No,42431,735,7,36901,47792,300
448,39,M,Married,3,Self-Employed,69831,Yes,33709,367,17,25735,45768,700
449,68,F,Married,0,Unemployed,63427,No,34675,758,26,29092,42101,300
450,42,M,Single,3,Retired,113809,Yes,4837,813,1,1242,18276,300
451,39,M,Widowed,0,Employed,58506,Yes,46448,697,5,41307,8310,300
452,39,F,Divorced,3,Retired,25668,No,24489,585,16,1831,36167,400
453,66,F,Single,4,Unemployed,111470,No,17627,439,15,28511,38408,800
454,69,F,Married,3,Employed,67195,No,5696,581,2,7246,20344,400
455,59,F,Widowed,1,Employed,93233,Yes,48994,756,9,31467,11391,600
456,23,M,Single,3,Self-Employed,44417,Yes,13543,386,7,18302,11892,500
457,32,F,Divorced,2,Employed,101982,Yes,12615,378,4,3232,12197,300
458,60,F,Single,3,Employed,126133,No,1466,504,20,36526,14050,400
459,54,F,Divorced,1,Retired,30751,No,30771,636,18,38765,37142,800
460,50,M,Married,1,Unemployed,66218,No,18350,553,21,10972,46679,400
461,25,M,Widowed,0,Self-Employed,146649,Yes,375,603,4,48136,42615,800
462,61,F,Widowed,4,Retired,27352,Yes,33030,679,28,34592,48553,700
463,61,M,Widowed,3,Employed,99052,No,20746,429,13,10683,44728,600
464,22,F,Married,0,Employed,108835,Yes,22886,575,1,23664,14535,300
465,56,M,Divorced,4,Self-Employed,117493,No,44348,482,28,36828,42002,800
466,21,M,Married,3,Unemployed,48927,Yes,42904,567,24,33172,44271,400
467,23,M,Widowed,2,Self-Employed,61094,Yes,32651,621,3,18105,6122,300
468,62,M,Married,3,Retired,121948,No,7833,811,16,21700,10852,400
469,49,F,Married,1,Self-Employed,74122,Yes,1893,377,22,11017,6387,800
470,69,F,Married,1,Employed,49493,Yes,30573,638,4,36613,32759,300
471,47,F,Divorced,2,Retired,112247,No,31371,808,25,20594,41399,400
472,64,M,Single,0,Employed,93539,No,40874,537,23,11384,40994,300
473,52,F,Single,4,Unemployed,51707,Yes,11826,433,25,30348,38876,400
474,57,F,Married,3,Employed,88814,No,34420,491,16,16448,35878,300
475,69,F,Single,1,Employed,27296,Yes,21924,655,26,9491,34725,800
476,33,M,Single,0,Self-Employed,45398,No,33367,577,19,13112,8146,500
477,30,M,Married,2,Employed,55842,Yes,21199,317,1,31021,1560,300
478,67,M,Married,1,Retired,33261,Yes,25868,823,5,44553,2312,500
479,59,F,Widowed,2,Retired,96709,No,8792,479,19,968,19205,300
480,47,F,Single,3,Unemployed,115985,Yes,20597,422,22,368,12595,700
481,36,F,Divorced,4,Retired,126616,Yes,36405,545,24,8424,23030,300
482,34,M,Married,1,Self-Employed,76704,No,32696,672,11,35010,22329,700
483,36,M,Widowed,1,Unemployed,87173,No,43123,350,13,35851,39142,300
484,45,F,Divorced,3,Retired,51781,Yes,15989,370,20,25496,3651,600
485,43,M,Single,0,Self-Employed,33652,No,28931,779,5,30936,11006,300
486,54,M,Widowed,4,Retired,25103,No,9290,318,21,13322,43701,300
487,43,M,Married,1,Retired,45500,Yes,38367,383,4,1469,49940,600
488,40,M,Divorced,4,Employed,135332,Yes,14342,454,4,37493,36645,600
489,26,F,Married,1,Retired,120336,No,24941,656,4,4259,22966,700
490,29,M,Single,4,Retired,55529,No,13945,742,4,36390,28846,800
491,18,M,Divorced,2,Self-Employed,133499,No,10762,368,20,10292,22774,800
492,18,M,Single,1,Self-Employed,38452,Yes,30133,822,21,26841,5083,400
493,64,M,Single,4,Employed,69393,Yes,47080,442,18,28365,34513,400
494,51,F,Widowed,0,Retired,51174,Yes,40150,491,18,17207,9749,300
495,49,F,Married,2,Employed,84450,Yes,27052,686,16,36199,31783,500
496,65,M,Divorced,2,Retired,55436,Yes,41750,677,9,22912,18325,600
497,42,M,Single,0,Unemployed,67406,Yes,19953,834,18,36919,19680,300
498,57,M,Single,4,Unemployed,83059,Yes,40475,592,22,36981,18323,400
499,62,M,Divorced,3,Employed,35954,No,17130,308,2,15235,23684,500
500,18,M,Single,0,Employed,102722,No,31086,570,21,41757,35493,400
501,33,M,Widowed,4,Employed,139747,Yes,4633,686,4,33547,13213,300
502,56,F,Widowed,0,Self-Employed,32356,Yes,17304,392,12,48119,32831,400
503,22,M,Widowed,0,Self-Employed,148128,Yes,42037,828,7,43810,43296,600
504,39,F,Widowed,1,Self-Employed,118499,No,32284,453,15,19276,47930,600
505,46,F,Single,4,Employed,22187,Yes,46546,704,7,31923,28713,400
506,20,M,Divorced,3,Retired,97243,No,7008,448,29,5534,42621,600
507,29,F,Divorced,1,Unemployed,55098,No,48291,566,22,26469,8187,700
508,43,F,Divorced,0,Employed,112471,No,27405,721,26,36074,33800,700
509,33,F,Divorced,0,Self-Employed,41225,No,36386,771,21,35670,33583,300
510,68,F,Married,0,Self-Employed,23606,No,25373,846,17,32563,48661,600
511,54,F,Divorced,4,Employed,148664,Yes,20827,825,16,46159,15408,600
512,39,F,Married,4,Employed,77620,Yes,33040,802,28,36486,23369,400
513,46,M,Married,1,Self-Employed,52828,No,13007,313,19,21,48928,500
514,31,F,Widowed,3,Retired,146270,Yes,18157,663,9,34268,4414,700
515,45,F,Married,1,Self-Employed,46489,No,32157,418,14,41802,20510,400
516,22,F,Single,2,Self-Employed,34387,No,35315,537,17,15799,13120,500
517,64,M,Married,0,Employed,89463,Yes,35932,845,5,26336,35311,300
518,66,F,Widowed,0,Retired,91832,Yes,21164,468,2,3641,34039,300
519,47,M,Married,0,Self-Employed,115980,Yes,14414,821,20,21596,6295,400
520,63,F,Single,1,Self-Employed,131926,Yes,14327,815,16,32959,21460,300
521,69,M,Single,1,Unemployed,132429,Yes,48344,696,14,13306,15963,400
522,22,M,Single,0,Employed,22591,No,946,405,14,46182,12580,700
523,29,F,Widowed,1,Unemployed,143446,Yes,14693,384,27,8587,23286,500
524,33,F,Widowed,4,Unemployed,130431,Yes,27241,513,1,31359,28328,300
525,43,M,Divorced,4,Self-Employed,68516,Yes,49658,420,3,21498,20093,500
526,43,F,Widowed,1,Employed,111683,No,30254,431,26,4662,22605,300
527,65,M,Single,0,Retired,82061,Yes,15540,496,7,37094,46365,700
528,38,M,Single,1,Self-Employed,124425,No,6719,318,26,41833,45813,400
529,56,M,Widowed,1,Retired,86736,Yes,41203,311,15,27197,47371,400
530,53,M,Married,1,Retired,101257,Yes,25081,380,19,20719,43705,300
531,50,M,Widowed,2,Employed,81753,No,11350,629,20,24665,48598,400
532,47,F,Widowed,4,Unemployed,104774,Yes,36358,691,2,43239,7722,300
533,54,M,Single,3,Employed,31087,Yes,32021,606,19,25032,41969,500
534,40,M,Divorced,3,Retired,50816,No,42832,566,9,12641,37912,400
535,27,F,Single,2,Self-Employed,43408,Yes,28369,746,19,41964,39374,300
536,22,M,Divorced,1,Retired,144116,No,31728,740,27,30028,7766,800
537,53,F,Single,2,Self-Employed,125276,No,17576,301,5,45494,16928,300
538,51,F,Widowed,2,Self-Employed,20136,No,29001,819,18,15651,22274,500
539,69,F,Single,0,Employed,37413,No,17848,608,16,8536,35416,700
540,48,M,Single,4,Retired,133650,No,390,821,4,45712,21612,400
541,27,M,Single,3,Unemployed,79500,Yes,21999,768,12,6273,35898,400
542,36,M,Widowed,1,Retired,104514,Yes,45436,511,29,6284,48160,700
543,49,F,Widowed,3,Retired,76358,Yes,11569,411,7,25692,30047,300
544,18,M,Widowed,3,Unemployed,86197,No,13029,307,14,8817,44356,600
545,22,F,Widowed,4,Employed,120776,No,22490,776,23,28955,38134,400
546,62,M,Divorced,3,Retired,112789,No,45875,759,12,26555,2506,300
547,21,F,Divorced,3,Retired,112420,No,35328,552,3,20378,16222,300
548,33,M,Married,2,Self-Employed,52854,Yes,5867,825,5,41182,13363,700
549,41,M,Widowed,4,Retired,96240,Yes,15284,737,17,17127,20613,800
550,33,M,Divorced,0,Unemployed,124523,No,33979,535,26,49614,45563,800
551,19,F,Single,1,Self-Employed,149494,No,9121,605,10,17952,31628,300
552,66,F,Widowed,3,Employed,110063,Yes,1539,777,10,11539,43626,300
553,45,M,Married,1,Self-Employed,36322,No,25488,319,11,46761,46384,700
554,49,M,Married,0,Unemployed,133053,No,17027,515,17,46219,5136,800
555,44,F,Married,1,Unemployed,26968,No,8693,434,5,14692,47246,400
556,37,F,Single,0,Self-Employed,47518,Yes,8921,428,13,18120,12161,800
557,41,F,Divorced,2,Employed,71925,Yes,10310,709,10,13334,36457,500
558,29,M,Single,3,Self-Employed,79848,No,45512,721,9,28615,24574,600
559,67,F,Widowed,0,Employed,131900,Yes,30908,593,17,7903,27902,600
560,52,M,Married,1,Self-Employed,113422,No,4386,545,1,28527,3810,700
561,50,F,Single,3,Unemployed,21700,No,32263,385,4,15629,12663,400
562,50,M,Single,2,Retired,113782,Yes,28412,674,4,17740,7152,400
563,68,F,Divorced,3,Retired,121004,No,17303,745,18,33782,1012,300
564,60,F,Divorced,0,Employed,43199,No,12242,677,9,26708,12162,600
565,54,F,Married,2,Employed,64589,Yes,47025,689,25,10860,23322,800
566,29,F,Single,1,Employed,52115,No,8947,350,29,17438,8999,500
567,20,F,Single,2,Unemployed,81934,No,46714,541,29,1764,8219,500
568,18,M,Divorced,2,Self-Employed,136335,No,5930,593,18,6009,6328,400
569,50,F,Single,4,Unemployed,140726,Yes,38170,565,14,20842,4621,700
570,57,F,Single,2,Retired,74316,No,48785,419,25,42372,25256,400
571,27,F,Single,2,Employed,25520,Yes,507,547,15,48780,45433,600
572,60,M,Divorced,3,Self-Employed,129814,No,1436,369,6,33435,12314,300
573,61,F,Married,1,Retired,56455,No,27151,356,24,3370,1652,300
574,46,M,Widowed,3,Retired,135284,No,11618,681,10,38744,17182,300
575,30,F,Married,3,Retired,106465,No,8750,338,29,20454,42580,300
576,29,F,Widowed,0,Unemployed,143364,Yes,16122,742,15,41381,37558,500
577,48,M,Single,3,Employed,61605,Yes,7354,317,29,38367,16659,300
578,63,F,Married,4,Retired,34955,No,44062,651,4,3650,35413,500
579,19,M,Widowed,4,Employed,64049,No,30979,597,18,45117,11435,400
580,68,M,Divorced,0,Unemployed,33917,No,20900,582,18,25708,29067,300
581,67,F,Divorced,1,Retired,90293,No,13840,409,25,42662,23258,600
582,52,M,Married,1,Unemployed,98581,No,37167,479,17,3190,29287,300
583,40,F,Married,3,Unemployed,139072,No,5037,843,12,48113,4688,600
584,34,F,Single,3,Employed,84925,No,28633,324,7,8789,8689,300
585,43,M,Married,3,Retired,127216,No,24495,356,16,32125,2379,300
586,25,M,Single,1,Unemployed,90269,Yes,15848,479,11,33159,38011,600
587,46,M,Single,2,Retired,50954,Yes,36483,531,14,17459,44005,600
588,43,M,Divorced,4,Employed,116671,Yes,47645,642,3,35418,28624,400
589,27,F,Divorced,2,Unemployed,92617,No,7837,776,19,46368,26964,500
590,43,F,Widowed,2,Employed,61458,No,34069,754,18,47085,23891,500
591,51,M,Divorced,1,Retired,109037,No,7370,531,10,18768,39379,600
592,68,F,Divorced,2,Retired,41113,Yes,6411,588,6,49961,13516,400
593,58,F,Married,0,Employed,119977,No,39133,512,13,15563,14886,500
594,24,F,Divorced,3,Self-Employed,132622,Yes,30499,557,10,27885,21307,300
595,21,F,Widowed,0,Unemployed,145947,No,30225,829,18,21885,25843,800
596,67,M,Married,4,Retired,110226,Yes,48217,528,26,6895,47484,300
597,62,M,Widowed,3,Retired,63939,Yes,692,525,20,23958,6912,600
598,28,F,Divorced,2,Unemployed,49345,Yes,28926,734,26,1531,22514,400
599,46,M,Widowed,4,Employed,144616,No,34246,701,16,5481,22823,800
600,53,M,Married,3,Employed,66313,Yes,39164,387,25,23932,29797,600
601,42,M,Single,2,Employed,130107,No,8448,841,25,21360,7449,500
602,38,F,Widowed,0,Self-Employed,141866,No,43390,608,6,43642,2725,600
603,53,F,Widowed,3,Self-Employed,112365,No,49593,642,13,24829,16870,700
604,27,F,Married,2,Retired,120598,No,10073,735,4,19932,10304,600
605,54,M,Married,0,Employed,89166,No,35414,476,23,38931,8522,400
606,26,F,Widowed,4,Unemployed,67861,Yes,5209,438,14,38032,14663,300
607,41,F,Divorced,4,Retired,117406,No,6533,493,1,15890,5784,400
608,52,M,Widowed,4,Unemployed,69298,No,21061,485,28,18807,10472,500
609,66,F,Married,4,Retired,67221,No,7211,517,20,11767,29952,300
610,52,F,Single,1,Self-Employed,64942,No,9927,463,5,8071,11055,800
611,65,M,Single,3,Retired,23453,No,11927,460,8,26149,30508,500
612,53,M,Divorced,3,Self-Employed,122811,Yes,24594,824,12,15540,13676,400
613,35,M,Widowed,1,Retired,74935,Yes,9316,341,2,35676,26192,500
614,66,F,Single,2,Employed,142439,No,12177,509,12,4712,25722,300
615,56,F,Widowed,2,Unemployed,63370,Yes,10846,574,5,26201,8446,500
616,49,F,Married,4,Employed,123932,Yes,7933,578,22,44958,5725,500
617,41,M,Single,0,Retired,28328,No,38244,550,5,19899,21061,400
618,40,M,Divorced,2,Retired,35534,Yes,46621,609,13,19787,48537,400
619,49,F,Married,0,Retired,105280,No,40696,439,9,20982,23671,800
620,54,F,Divorced,3,Self-Employed,104925,Yes,2080,845,10,22606,2409,600
621,29,M,Married,0,Unemployed,56320,Yes,6089,829,1,10150,9205,800
622,66,M,Single,3,Unemployed,69170,Yes,26123,356,3,20393,17365,300
623,30,M,Divorced,1,Retired,120546,No,7797,411,18,37259,1256,300
624,40,M,Divorced,1,Retired,100201,Yes,8346,304,12,46687,16704,800
625,42,F,Married,4,Self-Employed,148935,Yes,19878,709,29,46936,30902,400
626,52,M,Divorced,2,Employed,141006,No,33672,713,3,27750,36758,300
627,58,F,Married,4,Employed,123401,No,17653,481,26,8593,2195,800
628,47,F,Married,3,Unemployed,28640,Yes,49556,312,25,17358,35012,300
629,34,F,Married,4,Self-Employed,120252,No,42742,638,29,16607,12415,600
630,66,M,Married,0,Retired,111057,Yes,26140,558,9,37381,40534,700
631,37,M,Single,3,Unemployed,50049,Yes,1184,389,26,24811,22686,400
632,65,M,Married,1,Self-Employed,25618,No,34493,549,2,28074,12662,300
633,42,M,Widowed,2,Employed,122540,No,44148,554,3,20595,49978,300
634,39,F,Divorced,3,Self-Employed,76053,No,24846,407,14,44194,29743,500
635,30,M,Widowed,3,Employed,21920,Yes,45825,784,4,49377,33161,600
636,36,M,Single,0,Self-Employed,63937,No,22195,557,25,26853,44081,800
637,66,F,Widowed,2,Unemployed,89724,Yes,5606,581,19,8183,3402,800
638,53,M,Divorced,1,Employed,32207,No,3956,387,13,20661,14275,300
639,29,F,Widowed,3,Unemployed,85774,Yes,16555,503,7,41169,29182,300
640,58,F,Single,3,Unemployed,52972,No,24849,315,12,36495,15915,400
641,36,F,Married,0,Employed,30799,Yes,18690,450,3,13703,1909,500
642,29,F,Widowed,4,Employed,91088,No,48849,553,23,30815,49574,300
643,26,F,Single,1,Retired,48916,Yes,26347,487,23,29565,1372,800
644,24,F,Single,2,Retired,90463,No,33189,628,9,22942,23620,800
645,45,F,Divorced,3,Retired,113500,No,38308,843,2,42986,35112,600
646,31,F,Divorced,3,Unemployed,96700,Yes,25785,696,29,33161,9515,500
647,48,M,Widowed,1,Unemployed,57158,No,49056,816,22,48760,3431,500
648,69,M,Married,4,Retired,104607,Yes,32698,758,9,41803,22054,300
649,36,M,Single,3,Unemployed,139639,Yes,15966,629,12,9716,33624,300
650,64,M,Widowed,1,Unemployed,133945,No,31097,468,12,41563,11585,500
651,33,F,Single,0,Employed,91696,Yes,15882,665,15,33349,49230,500
652,22,M,Single,4,Employed,81510,No,4675,477,2,47098,32958,300
653,52,F,Married,2,Unemployed,140076,No,41850,661,18,42899,2695,400
654,29,M,Married,3,Retired,78692,Yes,13009,339,13,132,35675,300
655,42,M,Widowed,1,Self-Employed,81744,No,27843,715,14,47752,34787,300
656,69,M,Married,0,Retired,35810,Yes,29793,654,5,3385,45225,700
657,38,F,Married,2,Self-Employed,25126,Yes,39516,554,26,36538,2403,500
658,53,M,Widowed,1,Retired,50009,No,38871,442,10,35036,18810,600
659,40,F,Married,1,Employed,119120,No,17857,310,12,33743,9855,600
660,33,F,Divorced,2,Unemployed,131718,Yes,19627,325,10,40373,39636,600
661,56,M,Single,0,Unemployed,110932,Yes,18565,720,24,7213,11839,300
662,62,M,Single,0,Employed,20192,No,26025,520,11,44223,1010,300
663,59,M,Single,4,Self-Employed,136464,No,27832,795,25,26119,40098,700
664,56,F,Single,3,Self-Employed,56413,No,44116,536,2,2835,48829,500
665,31,M,Widowed,2,Self-Employed,32816,No,9782,536,5,2738,10230,800
666,48,F,Single,2,Employed,59082,Yes,38650,518,7,42317,41232,300
667,22,F,Single,2,Self-Employed,85048,No,22366,786,6,4134,48514,700
668,52,M,Single,0,Employed,143130,Yes,28557,760,22,25892,36771,400
669,40,M,Single,3,Retired,70940,Yes,5798,443,23,39601,30256,300
670,46,F,Divorced,4,Retired,52130,No,9627,488,3,8353,26651,300
671,60,F,Single,1,Employed,60142,Yes,41183,554,13,15690,33383,300
672,28,F,Divorced,1,Unemployed,149564,No,12466,367,3,1909,40963,300
673,35,M,Widowed,2,Retired,56468,Yes,42614,635,26,25703,14662,700
674,64,F,Married,3,Self-Employed,50698,No,12720,708,25,14496,14739,800
675,29,M,Single,0,Employed,30655,Yes,41913,599,24,12062,49356,400
676,26,F,Married,3,Self-Employed,67897,Yes,37292,656,21,9850,2789,700
677,27,F,Married,3,Self-Employed,50075,No,6559,555,6,27701,20420,500
678,61,M,Widowed,0,Unemployed,29359,No,40388,652,11,34731,24761,500
679,34,F,Married,2,Self-Employed,149048,Yes,19158,820,28,5153,41366,300
680,55,M,Divorced,3,Unemployed,122197,Yes,30916,823,26,10481,38606,800
681,24,M,Married,1,Retired,125115,No,22057,583,17,33734,39640,500
682,63,F,Married,0,Employed,62056,Yes,35892,611,10,889,45135,500
683,30,M,Married,4,Self-Employed,71831,No,41439,398,12,19445,38067,300
684,57,M,Single,2,Employed,79191,Yes,11706,496,17,6461,18357,400
685,59,F,Single,0,Self-Employed,138592,No,12070,781,4,38934,40851,600
686,26,M,Divorced,4,Employed,141948,Yes,40902,525,2,28205,39262,300
687,67,M,Divorced,4,Self-Employed,53272,No,924,664,11,23351,12317,800
688,44,M,Single,3,Self-Employed,128117,No,26478,667,7,16006,22534,700
689,19,F,Divorced,3,Self-Employed,34671,Yes,5506,374,2,44149,26734,300
690,22,M,Single,3,Self-Employed,47048,No,46418,341,26,49112,36897,300
691,46,F,Widowed,0,Self-Employed,96274,Yes,35163,721,18,10940,33872,500
692,54,F,Married,0,Self-Employed,45963,No,24604,480,21,11258,41201,400
693,55,M,Married,2,Self-Employed,63954,No,15310,844,4,24485,8689,500
694,36,M,Divorced,3,Self-Employed,92309,No,8226,370,8,23763,4567,300
695,25,M,Single,4,Self-Employed,122120,Yes,11781,404,20,40048,21732,600
696,65,F,Single,1,Employed,115430,No,5515,499,14,1067,21774,300
697,62,M,Divorced,2,Unemployed,20717,Yes,36133,400,12,20607,24195,700
698,18,M,Single,0,Self-Employed,31676,No,16972,606,22,43883,38412,500
699,39,M,Widowed,2,Unemployed,24434,Yes,32092,676,21,9018,48734,800
700,69,M,Married,2,Self-Employed,69810,Yes,11410,698,27,48521,45098,800
701,34,M,Divorced,2,Self-Employed,123361,Yes,19522,520,18,46946,23257,300
702,24,F,Divorced,2,Employed,138696,No,9095,481,11,15187,5394,600
703,42,F,Single,1,Retired,114636,Yes,23047,606,29,37375,37302,400
704,62,M,Divorced,3,Retired,24994,No,20470,821,28,3985,23228,400
705,21,M,Widowed,4,Employed,24234,Yes,43129,695,8,43052,13388,700
706,53,M,Single,2,Unemployed,89300,Yes,8531,303,2,19563,12319,700
707,23,M,Single,2,Retired,63949,Yes,37038,580,25,47322,7475,700
708,48,F,Single,2,Employed,57405,Yes,22403,514,15,37306,32555,500
709,36,M,Single,3,Employed,54872,No,42674,719,9,18608,19158,400
710,61,F,Widowed,0,Retired,62215,Yes,29122,400,19,39139,15728,700
711,56,F,Single,0,Unemployed,43185,Yes,16940,820,20,1726,45774,500
712,44,M,Divorced,1,Employed,63442,No,29831,608,8,26582,30545,700
713,27,F,Widowed,0,Self-Employed,143263,Yes,11279,809,25,5791,32100,500
714,43,F,Married,2,Unemployed,71759,Yes,38220,362,19,8458,17150,500
715,36,F,Married,2,Unemployed,61153,Yes,6477,525,5,17221,34214,400
716,56,F,Divorced,2,Retired,97535,Yes,17400,404,11,48506,33876,400
717,20,M,Divorced,1,Retired,122023,No,6470,724,15,20968,4239,500
718,62,M,Widowed,2,Self-Employed,22581,No,2062,554,8,17070,39699,600
719,30,F,Married,0,Employed,71717,Yes,41798,728,19,27937,37821,300
720,67,M,Married,3,Retired,22763,No,19880,733,23,49508,31615,300
721,45,M,Married,3,Retired,112910,No,34581,506,27,41831,14746,500
722,37,M,Married,4,Unemployed,75480,Yes,44439,327,8,42933,21921,300
723,45,M,Married,0,Retired,58759,No,14308,635,26,47307,23745,300
724,25,M,Single,2,Retired,96067,Yes,26027,368,27,48340,2245,300
725,58,F,Divorced,3,Retired,138094,No,30720,812,19,37415,47607,800
726,56,M,Single,0,Retired,45307,No,35081,466,18,42770,25853,300
727,18,M,Married,3,Unemployed,116371,No,9706,667,10,20802,28632,400
